time,week,start,highest,lowest,end,rose,amp,vol,
2015-08-25,二,9500,9750,9310,9565,0.47%,4.62%,7,972
2015-08-26,三,9565,9665,9350,9535,-0.31%,3.29%,6,053
2015-08-27,四,9555,10090,9550,10030,5.19%,5.66%,9,030
2015-08-28,五,10025,10210,9805,10060,0.30%,4.04%,9,461
2015-08-31,一,10025,10210,9805,10060,0.00%,4.03%,0
2015-09-01,二,9875,9960,9735,9740,-3.18%,2.24%,7,460
2015-09-02,三,9730,9940,9715,9845,1.08%,2.31%,5,825
2015-09-03,四,9870,10140,9840,9945,1.02%,3.05%,6,098
2015-09-04,五,9990,9990,9715,9890,-0.55%,2.77%,5,068
2015-09-07,一,9925,9940,9700,9705,-1.87%,2.43%,3,535
2015-09-08,二,9735,10050,9640,9995,2.99%,4.22%,6,863
2015-09-09,三,9965,10140,9960,10000,0.05%,1.80%,5,701
2015-09-10,四,9965,10475,9950,10385,3.85%,5.25%,9,102
2015-09-11,五,10375,10405,10215,10290,-0.91%,1.83%,4,619
2015-09-14,一,10340,10350,9870,9905,-3.74%,4.66%,6,590
2015-09-15,二,9905,10075,9760,10055,1.51%,3.18%,8,002
2015-09-16,三,10045,10290,9950,10050,-0.05%,3.38%,6,110
2015-09-17,四,10090,10190,9920,9920,-1.29%,2.69%,6,256
2015-09-18,五,9990,10040,9700,9700,-2.22%,3.43%,10,078
2015-09-21,一,9700,9940,9700,9835,1.39%,2.47%,8,587
2015-09-22,二,9885,9895,9605,9650,-1.88%,2.95%,6,966
2015-09-23,三,9690,9870,9605,9765,1.19%,2.75%,5,766
2015-09-24,四,9790,9925,9720,9915,1.54%,2.10%,6,499
2015-09-25,五,9875,9965,9825,9960,0.45%,1.41%,5,855
2015-09-28,一,9980,10025,9780,9795,-1.66%,2.46%,5,999
2015-09-29,二,9775,9915,9690,9880,0.87%,2.30%,5,948
2015-09-30,三,9880,10380,9835,10330,4.55%,5.52%,10,984
2015-10-01,四,10305,10595,10035,10080,-2.42%,5.42%,9,723
2015-10-02,五,10050,10185,9885,10100,0.20%,2.98%,6,309
2015-10-05,一,10045,10235,9865,9880,-2.18%,3.66%,5,053
2015-10-06,二,9945,10020,9835,9935,0.56%,1.87%,5,262
2015-10-07,三,9955,10300,9920,10160,2.26%,3.82%,16
2015-10-08,四,10120,10200,10075,10170,0.10%,1.23%,6,218
2015-10-09,五,10245,10785,10210,10590,4.13%,5.65%,15,294
2015-10-12,一,10550,10745,10465,10545,-0.42%,2.64%,5,746
2015-10-13,二,10595,10610,10410,10435,-1.04%,1.90%,4,087
2015-10-14,三,10465,10505,10375,10500,0.62%,1.25%,3,855
2015-10-15,四,10500,10680,10450,10545,0.43%,2.19%,5,011
2015-10-16,五,10560,10645,10515,10555,0.09%,1.23%,3,641
2015-10-19,一,10550,10640,10315,10375,-1.71%,3.08%,4,913
2015-10-20,二,10330,10440,10285,10440,0.63%,1.49%,4,567
2015-10-21,三,10400,10430,10240,10380,-0.57%,1.82%,4,926
2015-10-22,四,10430,10485,10345,10385,0.05%,1.35%,3,725
2015-10-23,五,10365,10675,10360,10540,1.49%,3.03%,6,196
2015-10-26,一,10530,10580,10395,10500,-0.38%,1.76%,4,871
2015-10-27,二,10445,10580,10400,10575,0.71%,1.71%,4,584
2015-10-28,三,10560,10610,10410,10500,-0.71%,1.89%,5,198
2015-10-29,四,10505,10520,10300,10320,-1.71%,2.10%,6,175
2015-10-30,五,10350,10360,10025,10045,-2.66%,3.25%,7,086
2015-11-02,一,10030,10165,10020,10145,1.00%,1.44%,4,453
2015-11-03,二,10100,10170,9900,9995,-1.48%,2.66%,6,464
2015-11-04,三,10100,10170,9835,9880,-1.15%,3.35%,14,011
2015-11-05,四,9870,9950,9665,9745,-1.37%,2.88%,8,222
2015-11-06,五,9775,9840,9625,9640,-1.08%,2.21%,6,353
2015-11-09,一,9675,9750,9530,9530,-1.14%,2.28%,4,082
2015-11-10,二,9525,9630,9425,9505,-0.26%,2.15%,6,428
2015-11-11,三,9505,9680,9435,9670,1.74%,2.58%,5,284
2015-11-12,四,9645,9665,9365,9390,-2.90%,3.10%,7,579
2015-11-13,五,9410,9515,9335,9420,0.32%,1.92%,5,476
2015-11-16,一,9440,9495,9270,9290,-1.38%,2.39%,5,037
2015-11-17,二,9350,9355,9075,9075,-2.31%,3.01%,15,483
2015-11-18,三,9100,9195,8960,9000,-0.83%,2.59%,8,504
2015-11-19,四,9015,9060,8875,8950,-0.56%,2.06%,6,064
2015-11-20,五,8960,9060,8650,8660,-3.24%,4.58%,10,736
2015-11-23,一,8665,8700,8175,8205,-5.25%,6.06%,10,869
2015-11-24,二,8250,8885,8145,8790,7.13%,9.02%,9,556
2015-11-25,三,8695,9000,8640,8910,1.37%,4.10%,8,889
2015-11-26,四,8900,9330,8900,9120,2.36%,4.83%,9,702
2015-11-27,五,9150,9240,8685,8785,-3.67%,6.09%,10,157
2015-11-30,一,8760,8950,8695,8855,0.80%,2.90%,5,924
2015-12-01,二,8900,9025,8780,8975,1.36%,2.77%,5,329
2015-12-02,三,9020,9110,8870,8905,-0.78%,2.67%,6,540
2015-12-03,四,8980,8985,8670,8820,-0.95%,3.54%,6,381
2015-12-04,五,8825,9140,8750,8985,1.87%,4.42%,7,204
2015-12-07,一,8980,9130,8745,8765,-2.45%,4.28%,5,895
2015-12-08,二,8790,8790,8535,8680,-0.97%,2.91%,6,133
2015-12-09,三,8695,8835,8650,8675,-0.06%,2.13%,4,045
2015-12-10,四,8650,8720,8530,8545,-1.50%,2.19%,4,548
2015-12-11,五,8545,8785,8545,8690,1.70%,2.81%,4,050
2015-12-14,一,8680,8830,8605,8775,0.98%,2.59%,5,420
2015-12-15,二,8785,8830,8530,8570,-2.34%,3.42%,6,985
2015-12-16,三,8600,8900,8595,8815,2.86%,3.56%,6,519
2015-12-17,四,8770,8815,8600,8710,-1.19%,2.44%,4,605
2015-12-18,五,8665,8835,8665,8770,0.69%,1.95%,4,751
2015-12-21,一,8800,8930,8690,8850,0.91%,2.74%,6,133
2015-12-22,二,8865,8895,8645,8645,-2.32%,2.82%,4,926
2015-12-23,三,8680,8740,8600,8655,0.12%,1.62%,4,507
2015-12-24,四,8670,8740,8560,8620,-0.40%,2.08%,2,896
2015-12-25,五,8670,8740,8560,8620,0.00%,2.09%,0
2015-12-28,一,8670,8740,8560,8620,0.00%,2.09%,0
2015-12-29,二,8560,8760,8440,8745,1.45%,3.71%,6,005
2015-12-30,三,8720,8795,8590,8675,-0.80%,2.34%,3,433
2015-12-31,四,8730,8860,8680,8820,1.67%,2.07%,2,683
2016-01-01,五,8730,8860,8680,8820,0.00%,2.04%,0
2016-01-04,一,8800,8800,8465,8505,-3.57%,3.80%,6,833
2016-01-05,二,8540,8650,8475,8510,0.06%,2.06%,3,856
2016-01-06,三,8535,8660,8460,8660,1.76%,2.35%,5,534
2016-01-07,四,8600,8600,8220,8400,-3.00%,4.39%,8,337
2016-01-08,五,8415,8570,8335,8490,1.07%,2.80%,7,810
2016-01-11,一,8385,8420,8190,8195,-3.47%,2.71%,7,097
2016-01-12,二,8230,8290,8100,8135,-0.73%,2.32%,5,325
2016-01-13,三,8190,8355,8180,8270,1.66%,2.15%,6,533
2016-01-14,四,8305,8640,8245,8625,4.29%,4.78%,7,629
2016-01-15,五,8600,8625,8360,8405,-2.55%,3.07%,7,213
2016-01-18,一,8425,8650,8425,8550,1.73%,2.68%,5,107
2016-01-19,二,8570,8750,8505,8580,0.35%,2.87%,7,233
2016-01-20,三,8625,8655,8495,8550,-0.35%,1.86%,5,212
2016-01-21,四,8575,8775,8490,8745,2.28%,3.33%,5,927
2016-01-22,五,8740,8880,8615,8645,-1.14%,3.03%,6,799
2016-01-25,一,8690,8700,8505,8510,-1.56%,2.26%,4,241
2016-01-26,二,8550,8700,8465,8685,2.06%,2.76%,5,585
2016-01-27,三,8660,8770,8640,8670,-0.17%,1.50%,5,772
2016-01-28,四,8670,8700,8565,8605,-0.75%,1.56%,6,069
2016-01-29,五,8610,8680,8535,8610,0.06%,1.69%,5,596
2016-02-01,一,8650,8650,8435,8470,-1.63%,2.50%,6,150
2016-02-02,二,8490,8590,8365,8380,-1.06%,2.66%,5,494
2016-02-03,三,8490,8590,8365,8530,1.79%,2.68%,16,617
2016-02-04,四,8515,8645,8470,8555,0.29%,2.05%,5,012
2016-02-05,五,8535,8545,8110,8115,-5.14%,5.08%,7,174
2016-02-08,一,8100,8290,7900,8180,0.80%,4.81%,4,921
2016-02-09,二,8225,8310,8055,8055,-1.53%,3.12%,3,984
2016-02-10,三,8080,8140,7885,7915,-1.74%,3.17%,4,489
2016-02-11,四,7890,7940,7550,7580,-4.23%,4.93%,6,498
2016-02-12,五,7655,7825,7625,7750,2.24%,2.64%,4,611
2016-02-15,一,7820,8280,7820,8270,6.71%,5.94%,10,223
2016-02-16,二,8265,8350,8225,8350,0.97%,1.51%,6,230
2016-02-17,三,8330,8490,8230,8425,0.90%,3.11%,5,868
2016-02-18,四,8400,8405,8290,8350,-0.89%,1.36%,5,207
2016-02-19,五,8350,8635,8300,8550,2.40%,4.01%,7,226
2016-02-22,一,8550,8775,8525,8765,2.51%,2.92%,7,020
2016-02-23,二,8725,8770,8580,8650,-1.31%,2.17%,5,237
2016-02-24,三,8625,8675,8470,8675,0.29%,2.37%,6,011
2016-02-25,四,8630,8655,8315,8340,-3.86%,3.92%,5,334
2016-02-26,五,8370,8580,8370,8475,1.62%,2.52%,5,730
2016-02-29,一,8480,8530,8400,8530,0.65%,1.53%,4,682
2016-03-01,二,8495,8690,8430,8675,1.70%,3.05%,6,016
2016-03-02,三,8650,8890,8610,8710,0.40%,3.23%,8,934
2016-03-03,四,8710,8995,8650,8990,3.21%,3.96%,7,569
2016-03-04,五,8970,9345,8935,9235,2.73%,4.56%,13,330
2016-03-07,一,9300,9480,9185,9370,1.46%,3.19%,15,526
2016-03-08,二,9340,9340,8545,8595,-8.27%,8.48%,14,043
2016-03-09,三,8620,8900,8620,8835,2.79%,3.26%,10,814
2016-03-10,四,8870,8920,8710,8745,-1.02%,2.38%,5,741
2016-03-11,五,8790,8885,8755,8770,0.29%,1.49%,4,254
2016-03-14,一,8795,8925,8550,8650,-1.37%,4.28%,6,640
2016-03-15,二,8650,8700,8485,8570,-0.92%,2.49%,6,095
2016-03-16,三,8605,8700,8465,8650,0.93%,2.74%,6,550
2016-03-17,四,8665,8900,8635,8880,2.66%,3.06%,10,194
2016-03-18,五,8865,9000,8610,8655,-2.53%,4.39%,8,189
2016-03-21,一,8640,8825,8560,8750,1.10%,3.06%,5,442
2016-03-22,二,8750,8845,8625,8835,0.97%,2.51%,4,902
2016-03-23,三,8810,8840,8610,8670,-1.87%,2.60%,5,134
2016-03-24,四,8685,8725,8610,8675,0.06%,1.33%,4,004
2016-03-25,五,8685,8725,8610,8650,-0.29%,1.33%,0
2016-03-28,一,8685,8725,8610,8650,0.00%,1.33%,0
2016-03-29,二,8660,8715,8430,8520,-1.50%,3.29%,5,509
2016-03-30,三,8505,8580,8440,8445,-0.88%,1.64%,7,467
2016-03-31,四,8450,8500,8335,8495,0.59%,1.95%,8,281
2016-04-01,五,8495,8500,8300,8305,-2.24%,2.35%,5,387
2016-04-04,一,8325,8400,8245,8395,1.08%,1.87%,4,135
2016-04-05,二,8365,8500,8310,8500,1.25%,2.26%,6,758
2016-04-06,三,8495,8585,8430,8550,0.59%,1.82%,5,499
2016-04-07,四,8580,8585,8365,8395,-1.81%,2.57%,5,433
2016-04-08,五,8390,8615,8390,8560,1.97%,2.68%,6,361
2016-04-11,一,8530,8650,8515,8535,-0.29%,1.58%,4,115
2016-04-12,二,8545,8890,8525,8865,3.87%,4.28%,9,577
2016-04-13,三,8860,9000,8800,8950,0.96%,2.26%,10,594
2016-04-14,四,8980,9000,8855,9000,0.56%,1.62%,7,241
2016-04-15,五,8980,8985,8810,8940,-0.67%,1.94%,7,983
2016-04-18,一,8875,9130,8825,9115,1.96%,3.41%,8,759
2016-04-19,二,9110,9265,8880,9210,1.04%,4.22%,8,800
2016-04-20,三,9110,9350,8880,9270,0.65%,5.10%,16,491
2016-04-21,四,9310,9585,8860,9065,-2.21%,7.82%,15,262
2016-04-22,五,9115,9360,8980,9035,-0.33%,4.19%,7,407
2016-04-25,一,9045,9170,9000,9090,0.61%,1.88%,6,074
2016-04-26,二,9080,9265,8980,9185,1.05%,3.14%,5,167
2016-04-27,三,9190,9280,9085,9215,0.33%,2.12%,7,067
2016-04-28,四,9170,9295,9125,9265,0.54%,1.84%,5,099
2016-04-29,五,9280,9540,9215,9425,1.73%,3.51%,8,379
2016-05-02,一,9280,9540,9215,9425,0.00%,3.45%,0
2016-05-03,二,9430,9700,9310,9510,0.90%,4.14%,12,895
2016-05-04,三,9495,9520,9380,9405,-1.10%,1.47%,6,438
2016-05-05,四,9440,9470,8920,8920,-5.16%,5.85%,9,703
2016-05-06,五,8960,9130,8935,9030,1.23%,2.19%,6,494
2016-05-09,一,9020,9030,8615,8640,-4.32%,4.60%,9,275
2016-05-10,二,8635,8775,8625,8700,0.69%,1.74%,7,200
2016-05-11,三,8685,8905,8680,8825,1.44%,2.59%,6,547
2016-05-12,四,8875,8945,8610,8615,-2.38%,3.80%,7,504
2016-05-13,五,8650,8710,8575,8640,0.29%,1.57%,5,723
2016-05-16,一,8670,8785,8565,8685,0.52%,2.55%,5,060
2016-05-17,二,8745,8805,8635,8750,0.75%,1.96%,6,498
2016-05-18,三,8770,8785,8580,8650,-1.14%,2.34%,5,642
2016-05-19,四,8640,8645,8455,8565,-0.98%,2.20%,7,075
2016-05-20,五,8550,8630,8475,8475,-1.05%,1.81%,5,403
2016-05-23,一,8520,8520,8330,8350,-1.47%,2.24%,7,832
2016-05-24,二,8350,8485,8330,8420,0.84%,1.86%,7,412
2016-05-25,三,8450,8500,8350,8350,-0.83%,1.78%,7,631
2016-05-26,四,8380,8470,8340,8350,0.00%,1.56%,6,675
2016-05-27,五,8370,8500,8345,8385,0.42%,1.86%,4,597
2016-05-30,一,8370,8500,8345,8385,0.00%,1.85%,0
2016-05-31,二,8390,8560,8390,8465,0.95%,2.03%,8,217
2016-06-01,三,8425,8480,8335,8450,-0.18%,1.71%,8,071
2016-06-02,四,8450,8485,8385,8410,-0.47%,1.18%,6,398
2016-06-03,五,8410,8590,8410,8510,1.19%,2.14%,7,864
2016-06-06,一,8535,8730,8535,8650,1.65%,2.29%,13,107
2016-06-07,二,8670,8705,8545,8640,-0.12%,1.85%,6,246
2016-06-08,三,8635,9000,8610,8990,4.05%,4.51%,7,902
2016-06-09,四,8975,9145,8845,8945,-0.50%,3.34%,6,992
2016-06-10,五,8975,9030,8865,8920,-0.28%,1.84%,4,683
2016-06-13,一,8875,8930,8775,8850,-0.78%,1.74%,11,327
2016-06-14,二,8875,8910,8815,8860,0.11%,1.07%,9,332
2016-06-15,三,8845,9145,8840,8970,1.24%,3.44%,11,801
2016-06-16,四,9025,9025,8805,8870,-1.11%,2.45%,7,448
2016-06-17,五,8895,9090,8835,9030,1.80%,2.87%,8,147
2016-06-20,一,9075,9280,9040,9215,2.05%,2.66%,16,429
2016-06-21,二,9225,9315,9080,9175,-0.43%,2.55%,9,461
2016-06-22,三,9200,9285,9120,9185,0.11%,1.80%,5,317
2016-06-23,四,9210,9235,9130,9215,0.33%,1.14%,4,377
2016-06-24,五,9185,9195,8790,8995,-2.39%,4.40%,9,958
2016-06-27,一,8960,9125,8915,8960,-0.39%,2.33%,5,170
2016-06-28,二,8950,9350,8945,9350,4.35%,4.52%,12,127
2016-06-29,三,9335,9450,9210,9445,1.02%,2.57%,7,814
2016-06-30,四,9420,9550,9275,9420,-0.26%,2.91%,9,487
2016-07-01,五,9415,10000,9360,9935,5.47%,6.79%,15,922
2016-07-04,一,9965,10410,9870,10000,0.65%,5.44%,14,689
2016-07-05,二,9975,10310,9640,9670,-3.30%,6.70%,19,053
2016-07-06,三,9655,10130,9630,10110,4.55%,5.17%,25,089
2016-07-07,四,10030,10175,9670,9675,-4.30%,5.00%,12,740
2016-07-08,五,9710,9930,9525,9870,2.02%,4.19%,10,332
2016-07-11,一,9870,10185,9790,10020,1.52%,4.00%,13,547
2016-07-12,二,10070,10515,10025,10430,4.09%,4.89%,10,435
2016-07-13,三,10470,10670,10220,10295,-1.29%,4.31%,11,117
2016-07-14,四,10310,10515,10170,10345,0.49%,3.35%,7,034
2016-07-15,五,10330,10510,10200,10205,-1.35%,3.00%,6,478
2016-07-18,一,10210,10590,10140,10590,3.77%,4.41%,9,903
2016-07-19,二,10590,10660,10340,10475,-1.09%,3.02%,7,933
2016-07-20,三,10475,10595,10305,10570,0.91%,2.77%,8,902
2016-07-21,四,10540,10900,10530,10735,1.56%,3.50%,9,264
2016-07-22,五,10675,10710,10375,10375,-3.35%,3.12%,7,259
2016-07-25,一,10405,10540,10360,10480,1.01%,1.73%,5,637
2016-07-26,二,10405,10540,10230,10350,-1.24%,2.96%,12,218
2016-07-27,三,10385,10475,10260,10330,-0.19%,2.08%,5,012
2016-07-28,四,10360,10725,10345,10715,3.73%,3.68%,6,521
2016-07-29,五,10695,10720,10470,10635,-0.75%,2.33%,7,354
2016-08-01,一,10600,10800,10600,10740,0.99%,1.88%,10,994
2016-08-02,二,10680,10850,10555,10725,-0.14%,2.75%,21,812
2016-08-03,三,10680,10780,10585,10750,0.23%,1.82%,6,038
2016-08-04,四,10765,10770,10440,10560,-1.77%,3.07%,6,722
2016-08-05,五,10590,10710,10515,10710,1.42%,1.85%,5,038
2016-08-08,一,10675,10850,10645,10730,0.19%,1.91%,7,155
2016-08-09,二,10775,10800,10655,10790,0.56%,1.35%,4,620
2016-08-10,三,10740,11030,10685,10830,0.37%,3.20%,8,974
2016-08-11,四,10800,10815,10705,10730,-0.92%,1.02%,3,872
2016-08-12,五,10745,10780,10285,10295,-4.05%,4.61%,9,402
2016-08-15,一,10310,10505,10275,10450,1.51%,2.23%,6,439
2016-08-16,二,10485,10485,10240,10245,-1.96%,2.34%,8,404
2016-08-17,三,10255,10370,10175,10235,-0.10%,1.90%,6,611
2016-08-18,四,10235,10425,10235,10330,0.93%,1.86%,4,460
2016-08-19,五,10330,10405,10265,10355,0.24%,1.36%,3,814
2016-08-22,一,10355,10360,10160,10270,-0.82%,1.93%,5,020
2016-08-23,二,10265,10310,10210,10240,-0.29%,0.97%,3,914
2016-08-24,三,10280,10280,9955,10000,-2.34%,3.17%,6,135
2016-08-25,四,9995,10000,9810,9835,-1.65%,1.90%,7,571
2016-08-26,五,9835,9955,9785,9825,-0.10%,1.73%,6,233
2016-08-30,二,9825,9895,9750,9820,-0.05%,1.48%,5,404
2016-08-31,三,9825,9880,9765,9770,-0.51%,1.17%,8,703
2016-09-01,四,9790,9955,9775,9930,1.64%,1.84%,30,575
2016-09-02,五,9930,10100,9910,10035,1.06%,1.91%,11,346
2016-09-05,一,10050,10095,9960,10025,-0.10%,1.35%,2,955
2016-09-06,二,10050,10225,10020,10115,0.90%,2.04%,6,517
2016-09-07,三,10140,10260,10090,10225,1.09%,1.68%,5,943
2016-09-08,四,10220,10370,10170,10290,0.64%,1.96%,7,010
2016-09-09,五,10305,10440,10260,10355,0.63%,1.75%,6,089
2016-09-12,一,10320,10345,9950,10090,-2.56%,3.81%,7,423
2016-09-13,二,10100,10155,9850,9900,-1.88%,3.02%,5,882
2016-09-14,三,9905,9960,9780,9870,-0.30%,1.82%,5,907
2016-09-15,四,9860,9940,9700,9715,-1.57%,2.43%,4,579
2016-09-16,五,9715,9760,9630,9725,0.10%,1.34%,4,731
2016-09-19,一,9745,10160,9745,10160,4.47%,4.27%,7,732
2016-09-20,二,10145,10315,10080,10275,1.13%,2.31%,5,876
2016-09-21,三,10280,10385,10180,10325,0.49%,2.00%,5,918
2016-09-22,四,10360,10655,10350,10655,3.20%,2.95%,9,403
2016-09-23,五,10660,10715,10520,10640,-0.14%,1.83%,7,138
2016-09-26,一,10635,10640,10420,10465,-1.64%,2.07%,5,416
2016-09-27,二,10475,10875,10250,10695,2.20%,5.97%,13,934
2016-09-28,三,10660,10730,10570,10700,0.05%,1.50%,7,122
2016-09-29,四,10710,10825,10380,10410,-2.71%,4.16%,9,626
2016-09-30,五,10420,10700,10350,10515,1.01%,3.36%,6,125
2016-10-03,一,10510,10635,10175,10315,-1.90%,4.37%,6,197
2016-10-04,二,10320,10375,10015,10050,-2.57%,3.49%,6,437
2016-10-05,三,10050,10150,9945,10085,0.35%,2.04%,4,629
2016-10-06,四,10095,10270,10050,10260,1.74%,2.18%,3,932
2016-10-07,五,10270,10380,10165,10220,-0.39%,2.10%,3,777
2016-10-10,一,10235,10550,10220,10540,3.13%,3.23%,7,587
2016-10-11,二,10550,10560,10360,10440,-0.95%,1.90%,6,324
2016-10-12,三,10450,10620,10425,10580,1.34%,1.87%,4,807
2016-10-13,四,10580,10595,10360,10415,-1.56%,2.22%,6,004
2016-10-14,五,10415,10510,10370,10480,0.62%,1.34%,4,351
2016-10-17,一,10485,10500,10285,10315,-1.57%,2.05%,5,078
2016-10-18,二,10305,10470,10305,10440,1.21%,1.60%,3,134
2016-10-19,三,10425,10460,10175,10315,-1.20%,2.73%,5,746
2016-10-20,四,10320,10345,10115,10125,-1.84%,2.23%,4,484
2016-10-21,五,10135,10170,9970,9975,-1.48%,1.98%,6,513
2016-10-24,一,9975,10175,9970,10160,1.85%,2.06%,6,246
2016-10-25,二,10155,10350,10140,10235,0.74%,2.07%,7,470
2016-10-26,三,10225,10290,10135,10225,-0.10%,1.51%,4,894
2016-10-27,四,10230,10390,10100,10340,1.12%,2.84%,5,525
2016-10-28,五,10340,10445,10310,10385,0.44%,1.31%,5,067
2016-10-31,一,10400,10585,10330,10425,0.39%,2.46%,6,923
2016-11-01,二,10410,10555,10385,10435,0.10%,1.63%,6,779
2016-11-02,三,10455,10475,10290,10340,-0.91%,1.77%,5,477
2016-11-03,四,10350,10540,10350,10480,1.35%,1.84%,5,018
2016-11-04,五,10490,10520,10410,10450,-0.29%,1.05%,3,808
2016-11-07,一,10450,11225,10440,11210,7.27%,7.51%,14,872
2016-11-08,二,11175,11370,11035,11220,0.09%,2.99%,14,168
2016-11-09,三,11240,11660,10835,11655,3.88%,7.35%,22,707
2016-11-10,四,11630,11900,11420,11475,-1.54%,4.12%,16,720
2016-11-11,五,11510,12145,11025,11205,-2.35%,9.76%,25,240
2016-11-14,一,11175,11450,11080,11355,1.34%,3.30%,8,995
2016-11-15,二,11305,11530,11060,11365,0.09%,4.14%,7,688
2016-11-16,三,11330,11440,11175,11330,-0.31%,2.33%,6,183
2016-11-17,四,11300,11330,11185,11195,-1.19%,1.28%,4,850
2016-11-18,五,11190,11225,10845,10925,-2.41%,3.39%,7,851
2016-11-21,一,10945,11400,10945,11370,4.07%,4.16%,6,476
2016-11-22,二,11370,11550,11320,11345,-0.22%,2.02%,5,883
2016-11-23,三,11365,11645,11275,11630,2.51%,3.26%,5,117
2016-11-24,四,11635,11755,11525,11560,-0.60%,1.98%,6,435
2016-11-25,五,11590,11740,11410,11690,1.12%,2.85%,6,493
2016-11-28,一,11645,11900,11490,11520,-1.45%,3.51%,7,673
2016-11-29,二,11555,11630,10995,11150,-3.21%,5.51%,10,108
2016-11-30,三,11150,11245,10870,11170,0.18%,3.36%,10,193
2016-12-01,四,11200,11320,11110,11200,0.27%,1.88%,5,781
2016-12-02,五,11205,11555,11080,11480,2.50%,4.24%,7,073
2016-12-05,一,11500,11755,11445,11625,1.26%,2.70%,6,830
2016-12-06,二,11625,11715,11520,11615,-0.09%,1.68%,4,918
2016-12-07,三,11635,11725,11375,11410,-1.76%,3.01%,8,486
2016-12-08,四,11425,11495,11060,11150,-2.28%,3.81%,6,209
2016-12-09,五,11190,11480,11175,11470,2.87%,2.74%,5,517
2016-12-12,一,11500,11670,11260,11335,-1.18%,3.57%,5,845
2016-12-13,二,11350,11525,11230,11380,0.40%,2.60%,6,345
2016-12-14,三,11375,11520,11300,11470,0.79%,1.93%,5,809
2016-12-15,四,11425,11560,11235,11260,-1.83%,2.83%,6,703
2016-12-16,五,11280,11415,11135,11180,-0.71%,2.49%,6,430
2016-12-19,一,11200,11225,10685,10895,-2.55%,4.83%,9,438
2016-12-20,二,10890,11030,10880,10945,0.46%,1.38%,4,763
2016-12-21,三,10945,11025,10820,10820,-1.14%,1.87%,4,466
2016-12-22,四,10845,10920,10565,10785,-0.32%,3.28%,6,166
2016-12-23,五,10770,10785,10390,10430,-3.29%,3.66%,5,731
2016-12-28,三,10450,10450,10095,10115,-3.02%,3.40%,10,627
2016-12-29,四,10120,10205,10030,10150,0.35%,1.73%,5,288
2016-12-30,五,10150,10185,10000,10055,-0.94%,1.82%,4,511
2017-01-03,二,10030,10265,9910,9970,-0.85%,3.53%,8,971
2017-01-04,三,9970,10255,9890,10215,2.46%,3.66%,9,283
2017-01-05,四,10210,10375,10160,10245,0.29%,2.10%,8,041
2017-01-06,五,10260,10315,10155,10295,0.49%,1.56%,4,626
2017-01-09,一,10275,10400,10260,10380,0.83%,1.36%,5,141
2017-01-10,二,10365,10630,10325,10535,1.49%,2.94%,6,982
2017-01-11,三,10550,10590,10020,10095,-4.18%,5.41%,11,937
2017-01-12,四,10150,10350,9660,10325,2.28%,6.84%,24,238
2017-01-13,五,10300,10460,10050,10405,0.77%,3.97%,9,401
2017-01-16,一,10410,10425,10235,10255,-1.44%,1.83%,4,551
2017-01-17,二,10250,10340,10085,10145,-1.07%,2.49%,6,976
2017-01-18,三,10200,10260,10140,10170,0.25%,1.18%,4,940
2017-01-19,四,10190,10230,9865,9910,-2.56%,3.59%,9,863
2017-01-20,五,9910,10000,9640,9690,-2.22%,3.63%,11,134
2017-01-23,一,9720,9940,9715,9785,0.98%,2.32%,10,635
2017-01-24,二,9790,9890,9710,9825,0.41%,1.84%,7,973
2017-01-25,三,9830,9840,9555,9735,-0.92%,2.90%,9,722
2017-01-26,四,9750,9875,9350,9350,-3.95%,5.39%,7,694
2017-01-27,五,9395,9550,9360,9550,2.14%,2.03%,4,090
2017-01-30,一,9530,9745,9505,9730,1.88%,2.51%,4,021
2017-01-31,二,9705,10060,9695,9965,2.42%,3.75%,6,672
2017-02-01,三,9985,10280,9975,10280,3.16%,3.06%,6,211
2017-02-02,四,10250,10500,10190,10340,0.58%,3.02%,8,735
2017-02-03,五,10310,10340,10025,10280,-0.58%,3.05%,12,235
2017-02-06,一,10275,10475,10275,10455,1.70%,1.95%,6,054
2017-02-07,二,10450,10450,10285,10350,-1.00%,1.58%,5,750
2017-02-08,三,10335,10545,10330,10475,1.21%,2.08%,5,639
2017-02-09,四,10465,10485,10270,10285,-1.81%,2.05%,6,693
2017-02-10,五,10305,10665,10260,10650,3.55%,3.94%,8,535
2017-02-13,一,10640,10785,10635,10685,0.33%,1.41%,7,209
2017-02-14,二,10690,10895,10650,10790,0.98%,2.29%,8,981
2017-02-15,三,10770,10920,10690,10910,1.11%,2.13%,6,111
2017-02-16,四,10890,11060,10855,11050,1.28%,1.88%,10,169
2017-02-17,五,11040,11070,10855,11070,0.18%,1.95%,6,969
